	75Stroembom ovc
	2 Voronoi ovcarjev
Fitness 9,843688E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 0,000107347, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 0,0001064464, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 9,602984E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 0,000117097, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,580817E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,414087E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 0,0001126596, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,071849E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 0,0001105227, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,782016E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,285312E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 0,0001284308, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 9,19649E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,692317E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,416748E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 0,0001220817, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 9,909765E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 9,716409E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,893853E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 9,902799E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,496978E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 8,293392E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 9,046211E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

Fitness 0,000510056, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55
,109,109,110,110,110,110,110,110,110,111,111,115,116,117,117,118,118,118,119,119,119,119,120,120,120,120,120,120,120,121,121,121,121,122,122,123,124,124,125,126,128,129,130,130,131,131,132,132,141,141,142,143,144,153,154,155,156,156,158,158,160,161,162,163,163,164,164,166,166,167,168,168,177,178
Fitness 9,417473E-05, Gen ;0,6667;0,4;0,3333;0,3333;0,3333;0,1667;0,6;0,3;0,6667;0,6667;0,6;0,4;0,1273;0,375;0,6;0,1;0,5;0,6;0,95;0,2618;0,55

