	25 Ginellijevih ovc
	7 Voronoi ovcarjev
37,38,38,38,38,38,39,39,39,39,39,39,39,40,40,40,41,41,41,41,41,41,41,42,42
43,43,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,46,46,47,47
37,37,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,40,40,40,40,40,42,87
43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,46,46
46,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,49,49,49,50
43,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,46,46,46,46,47,47,47,48,88
43,43,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,46,46,47,47,47,47
43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,46,47,77
51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,53,53,54,54,54,55
46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,49,49,50
45,46,46,46,46,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,49,49,49,49
42,42,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,45,45,45,45,45,46,46,46
42,42,42,42,42,42,42,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,45,45
42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,44,44,44,44,44,44,45,45,45,46
48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,50,50,50,51,56,86
42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,44,44,83,85,86
38,38,38,38,39,39,39,39,39,39,39,40,40,40,40,40,40,41,41,41,41,41,41,41,42
40,40,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,43,43,43,43,44,44,44,44
47,47,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,50,50,52,85
42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,45,45,45,45,45
47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,49,49,49,50,50,50,50
44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,46,46,46,47,48,95
41,41,41,41,42,42,42,42,42,42,43,43,43,43,43,43,43,43,44,44,44,44,44,45,83
45,45,45,45,45,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,48,48,48,49,49
41,41,41,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,44,44,45,45,79
41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,43,43,43,43,43,44,44,44,44,44
43,43,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,46,47,47
43,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,46,46,46,47,47,47,47
42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,45,45,45,45
42,42,42,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,45,45,45,45,46
42,42,42,42,42,42,42,42,43,43,43,43,43,43,44,44,44,44,44,44,44,45,45,45,45
42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,46,80
43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,46,47,48
46,46,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,49,49,50
43,43,43,43,43,43,44,44,44,44,44,44,44,44,45,45,45,45,45,45,46,46,46,47,47
43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,46
45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,47,47,47,47,47,48,48,48,48,49
45,45,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,49,50
49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,52,52,54,85
47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,50,50,51
42,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,45,45,46,47
49,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,52,52,52,53,53
42,42,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,45,45,45,45,46,46,46,47
47,47,47,47,47,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,50,50,51,80
41,41,41,41,41,41,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,44,44
41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,44,44,45,45
50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,52,52,52,52,53,53
45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,47,47,47,47,48,48,48,48,49
39,40,40,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,43,43,43,43,44,85
46,46,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,49,49,49,49,50
41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,43,43,43,44,44,44,45,88,89,89
46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,49,49,49,49,50
45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,47,47,47,47,47,48,48,48,49
41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,43,43,43,43,43,44,44,45
46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,48,48,48,48,49,49,50,50,91,92
43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,45,45,45,46,46,47
44,44,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,47,47,47,47
41,41,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,44,44,45,45,94
44,44,44,45,45,45,45,45,45,45,46,46,46,46,46,46,46,47,47,47,47,47,48,48,48
40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,42,43,43,43,43,81
40,40,40,40,40,40,40,40,41,41,41,41,41,41,42,42,42,42,42,42,42,43,43,43,44
42,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,45,45,46,86
43,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,46,46,46,46,47,47
45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,47,47,47,47,47,48,48,48,49
44,44,44,44,44,45,45,45,45,45,45,45,45,45,46,46,46,46,47,47,47,47,48,48,48
41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,43,43,43,43,44,44,44,44
37,37,37,38,38,38,38,38,38,38,38,38,39,39,39,39,39,40,40,40,40,41,41,41,41
44,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,47,47,47,47,47,48,48
40,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,43,43,43,44,44,44,44,44
39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,41,41,41,41,41,42,43,43,74
49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,52,53
46,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,50,50
46,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,49,49,49,50,50
45,45,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,49,49
43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,45,45,45,46,46,46
43,43,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,46,47,51,87
44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,46,46,46,46,47,47,47,48,48,48
